Top 20 Cross-Category Correlated Feature Pairs:
1. market_forward_excess_returns - forward_returns: 0.9999
3464. M17 - S9: -0.1395
3465. P7 - V12: -0.1400
3466. V8 - M15: -0.1400
3467. M3 - P9: -0.1401
3468. P10 - V7: -0.1405
3469. E14 - S9: -0.1407
3470. P8 - M8: -0.1413
3471. M5 - E11: -0.1413
3472. S6 - E12: -0.1414
3473. E14 - S1: -0.1420
3474. P11 - M18: -0.1421
3475. M9 - E17: -0.1421
3476. E18 - P2: -0.1430
3477. P10 - V13: -0.1437
3478. V10 - E15: -0.1439
3479. V1 - P5: -0.1447
3480. V10 - E13: -0.1449
3481. S9 - E19: -0.1452
3482. M18 - P10: -0.1453
3483. V7 - M7: -0.1455
3484. V6 - M13: -0.1456
3485. I3 - E7: -0.1456
3486. risk_free_rate - M9: -0.1462
3487. M16 - I3: -0.1464
3488. V12 - E14: -0.1464
3489. E20 - S9: -0.1465
3490. I8 - M1: -0.1468
3491. E8 - I4: -0.1472
3492. I5 - V7: -0.1475
3493. V7 - I9: -0.1476
3494. S3 - M13: -0.1477
3495. I7 - S7: -0.1478
3496. E4 - S7: -0.1482
3497. V6 - E13: -0.1482
3498. I6 - V3: -0.1483
3499. M6 - E5: -0.1486
3500. M9 - E18: -0.1487
3501. V6 - P1: -0.1490
3502. E4 - P1: -0.1490
3503. M11 - V8: -0.1495
3504. I4 - V6: -0.1496
3505. E5 - date_id: -0.1497
3506. V7 - I7: -0.1509
3507. M14 - S10: -0.1511
3508. E8 - I8: -0.1513
3509. M8 - S8: -0.1513
3510. V12 - M13: -0.1515
3511. E12 - M5: -0.1515
3512. V9 - S9: -0.1515
3513. M13 - P11: -0.1520
3514. P5 - M8: -0.1523
3515. I6 - V2: -0.1523
3516. E4 - M11: -0.1527
3517. E10 - V10: -0.1529
3518. I3 - V8: -0.1534
3519. S3 - E13: -0.1537
3520. S11 - M15: -0.1538
3521. M10 - date_id: -0.1539
3522. M15 - S4: -0.1543
3523. I6 - V4: -0.1544
3524. M3 - P5: -0.1545
3525. I6 - P10: -0.1546
3526. V12 - I3: -0.1547
3527. E5 - S11: -0.1550
3528. risk_free_rate - P9: -0.1553
3529. M12 - E10: -0.1555
3530. P12 - M13: -0.1565
3531. M6 - E11: -0.1569
3532. S7 - P1: -0.1583
3533. V13 - E20: -0.1590
3534. E15 - P6: -0.1592
3535. E14 - M12: -0.1594
3536. M18 - P8: -0.1594
3537. E13 - date_id: -0.1596
3538. I6 - M10: -0.1597
3539. M3 - S2: -0.1597
3540. P2 - S2: -0.1598
3541. V7 - E7: -0.1605
3542. risk_free_rate - V9: -0.1608
3543. I6 - V6: -0.1610
3544. E20 - M3: -0.1611
3545. M8 - E2: -0.1618
3546. M18 - V3: -0.1620
3547. P11 - M12: -0.1629
3548. V5 - E11: -0.1635
3549. I6 - M7: -0.1637
3550. S12 - E15: -0.1641
3551. S6 - E3: -0.1641
3552. V8 - S1: -0.1642
3553. S5 - P7: -0.1643
3554. I5 - V13: -0.1644
3555. V13 - I9: -0.1647
3556. V13 - date_id: -0.1647
3557. M15 - V1: -0.1658
3558. E18 - V9: -0.1662
3559. S8 - E12: -0.1666
3560. I3 - P12: -0.1688
3561. P11 - I2: -0.1695
3562. M13 - risk_free_rate: -0.1701
3563. P9 - E11: -0.1704
3564. M10 - S10: -0.1713
3565. I6 - S8: -0.1720
3566. P13 - V8: -0.1722
3567. E12 - V5: -0.1734
3568. S3 - E6: -0.1735
3569. M17 - E13: -0.1736
3570. M8 - E15: -0.1740
3571. P8 - M6: -0.1741
3572. P11 - E15: -0.1745
3573. V5 - E5: -0.1748
3574. M10 - S11: -0.1751
3575. V13 - M10: -0.1752
3576. V13 - S3: -0.1753
3577. I8 - M5: -0.1764
3578. E20 - P13: -0.1768
3579. S2 - P12: -0.1768
3580. S9 - V10: -0.1771
3581. S10 - V13: -0.1774
3582. S3 - M5: -0.1776
3583. S4 - V13: -0.1776
3584. M1 - I4: -0.1781
3585. S1 - E1: -0.1786
3586. S10 - E5: -0.1786
3587. E4 - S6: -0.1786
3588. P2 - I9: -0.1789
3589. S6 - P12: -0.1790
3590. I5 - P2: -0.1790
3591. M1 - E18: -0.1793
3592. V13 - S11: -0.1794
3593. I1 - M18: -0.1795
3594. P1 - I2: -0.1796
3595. M11 - E14: -0.1801
3596. M8 - E3: -0.1803
3597. E5 - S4: -0.1805
3598. E17 - M18: -0.1810
3599. V1 - I4: -0.1818
3600. M12 - V13: -0.1822
3601. S10 - I1: -0.1832
3602. V1 - E15: -0.1837
3603. I1 - P1: -0.1838
3604. M11 - S2: -0.1844
3605. I2 - V5: -0.1845
3606. I3 - M8: -0.1846
3607. M14 - date_id: -0.1847
3608. E19 - S1: -0.1849
3609. S7 - P13: -0.1861
3610. S11 - I1: -0.1865
3611. S6 - E2: -0.1867
3612. M17 - V13: -0.1869
3613. S11 - M14: -0.1869
3614. M16 - P13: -0.1874
3615. S7 - I8: -0.1875
3616. I1 - S4: -0.1883
3617. P9 - S7: -0.1886
3618. S6 - I6: -0.1889
3619. date_id - V7: -0.1890
3620. P2 - M13: -0.1891
3621. V11 - E6: -0.1892
3622. M4 - V10: -0.1893
3623. M5 - V12: -0.1894
3624. P2 - M7: -0.1895
3625. I8 - V8: -0.1897
3626. P11 - S6: -0.1898
3627. M14 - P9: -0.1900
3628. P8 - S9: -0.1901
3629. E5 - P5: -0.1902
3630. P12 - V9: -0.1903
3631. S1 - I2: -0.1904
3632. M16 - E8: -0.1908
3633. M17 - P12: -0.1909
3634. P9 - E12: -0.1911
3635. V9 - E15: -0.1913
3636. M18 - P5: -0.1916
3637. I1 - E17: -0.1921
3638. E10 - V12: -0.1923
3639. M9 - P8: -0.1926
3640. S6 - E5: -0.1927
3641. S3 - E20: -0.1927
3642. V1 - P8: -0.1928
3643. V13 - E9: -0.1931
3644. M12 - I3: -0.1933
3645. E17 - M3: -0.1934
3646. V5 - M3: -0.1934
3647. P2 - M9: -0.1937
3648. V8 - E15: -0.1938
3649. E8 - V5: -0.1938
3650. I1 - M8: -0.1945
3651. E14 - date_id: -0.1945
3652. V13 - S2: -0.1950
3653. P1 - E5: -0.1955
3654. V1 - M1: -0.1959
3655. M10 - E11: -0.1961
3656. I5 - M3: -0.1969
3657. V12 - S1: -0.1973
3658. M3 - I9: -0.1973
3659. M15 - date_id: -0.1979
3660. V13 - P5: -0.1979
3661. M18 - V4: -0.1979
3662. V6 - I8: -0.1981
3663. I7 - E5: -0.1984
3664. I2 - S3: -0.1988
3665. E6 - V5: -0.1990
3666. S1 - V13: -0.1991
3667. E8 - P12: -0.1993
3668. M16 - E6: -0.1995
3669. M8 - I8: -0.1997
3670. S12 - risk_free_rate: -0.1997
3671. M6 - E12: -0.2000
3672. M10 - E12: -0.2011
3673. I3 - E15: -0.2013
3674. V10 - P12: -0.2015
3675. V3 - M1: -0.2016
3676. E7 - V9: -0.2019
3677. S7 - I4: -0.2028
3678. E16 - I1: -0.2028
3679. I3 - E9: -0.2032
3680. E9 - P2: -0.2035
3681. V11 - M1: -0.2035
3682. M16 - I4: -0.2035
3683. E20 - P1: -0.2038
3684. I6 - M11: -0.2038
3685. V2 - M1: -0.2043
3686. V2 - M18: -0.2049
3687. I1 - M5: -0.2050
3688. risk_free_rate - V10: -0.2051
3689. P2 - M16: -0.2076
3690. M8 - E10: -0.2078
3691. P2 - V5: -0.2080
3692. E20 - S10: -0.2080
3693. E10 - S3: -0.2083
3694. S2 - M14: -0.2089
3695. S6 - V12: -0.2090
3696. M6 - E15: -0.2090
3697. V4 - M1: -0.2092
3698. S11 - V7: -0.2094
3699. E10 - S8: -0.2095
3700. E20 - V9: -0.2099
3701. E11 - M17: -0.2102
3702. S10 - V7: -0.2105
3703. I1 - P13: -0.2119
3704. M3 - E10: -0.2119
3705. E18 - I2: -0.2128
3706. V7 - M12: -0.2130
3707. I4 - M8: -0.2136
3708. P8 - I6: -0.2142
3709. E5 - S9: -0.2150
3710. P9 - I5: -0.2150
3711. P9 - I9: -0.2155
3712. I4 - E14: -0.2157
3713. E1 - M9: -0.2159
3714. M5 - E8: -0.2159
3715. P1 - V12: -0.2162
3716. V7 - S4: -0.2168
3717. M3 - I4: -0.2174
3718. E14 - M17: -0.2189
3719. V11 - P13: -0.2190
3720. M10 - P2: -0.2200
3721. M10 - S4: -0.2202
3722. I5 - M17: -0.2202
3723. E20 - S4: -0.2203
3724. V13 - E17: -0.2204
3725. E3 - M12: -0.2204
3726. M17 - I9: -0.2208
3727. V9 - M4: -0.2211
3728. V12 - I1: -0.2212
3729. M1 - risk_free_rate: -0.2223
3730. M13 - S9: -0.2227
3731. M17 - E12: -0.2227
3732. S7 - V5: -0.2229
3733. V5 - M13: -0.2242
3734. risk_free_rate - E8: -0.2246
3735. risk_free_rate - M6: -0.2252
3736. M17 - P6: -0.2253
3737. M14 - E1: -0.2256
3738. E16 - V13: -0.2258
3739. S7 - date_id: -0.2264
3740. E2 - M3: -0.2266
3741. V6 - M10: -0.2272
3742. I7 - V6: -0.2278
3743. date_id - E10: -0.2282
3744. M5 - I7: -0.2291
3745. P13 - E10: -0.2291
3746. E11 - P10: -0.2292
3747. date_id - I1: -0.2294
3748. V12 - E12: -0.2297
3749. E18 - V7: -0.2299
3750. M9 - E9: -0.2304
3751. I2 - P9: -0.2305
3752. E8 - M7: -0.2307
3753. P9 - date_id: -0.2316
3754. S11 - E20: -0.2318
3755. S9 - P10: -0.2319
3756. P10 - E12: -0.2319
3757. V7 - M4: -0.2321
3758. V13 - S9: -0.2325
3759. S7 - M5: -0.2336
3760. M17 - V11: -0.2338
3761. E16 - M3: -0.2346
3762. V12 - I7: -0.2355
3763. E20 - M18: -0.2359
3764. date_id - P1: -0.2359
3765. E7 - M11: -0.2378
3766. P8 - V6: -0.2380
3767. V10 - E2: -0.2380
3768. E5 - S8: -0.2393
3769. E11 - V12: -0.2395
3770. I7 - M13: -0.2412
3771. S6 - P10: -0.2414
3772. V13 - E18: -0.2415
3773. S6 - E7: -0.2419
3774. M9 - I7: -0.2423
3775. M12 - V1: -0.2428
3776. P11 - M3: -0.2433
3777. M9 - S1: -0.2434
3778. V10 - E16: -0.2437
3779. I8 - M3: -0.2455
3780. E6 - V8: -0.2460
3781. I2 - M6: -0.2473
3782. E19 - P8: -0.2479
3783. E2 - V6: -0.2493
3784. V8 - I7: -0.2500
3785. P5 - M11: -0.2501
3786. P11 - E11: -0.2506
3787. S7 - M17: -0.2507
3788. P11 - E12: -0.2508
3789. S1 - V7: -0.2510
3790. M13 - P5: -0.2511
3791. E4 - risk_free_rate: -0.2514
3792. E17 - M1: -0.2515
3793. M17 - V8: -0.2526
3794. E19 - M17: -0.2536
3795. E19 - M10: -0.2546
3796. E5 - M1: -0.2550
3797. I8 - V1: -0.2552
3798. V10 - E7: -0.2557
3799. I7 - M16: -0.2559
3800. E3 - M3: -0.2565
3801. E9 - V7: -0.2566
3802. E19 - I8: -0.2566
3803. date_id - I4: -0.2568
3804. V11 - E8: -0.2581
3805. M17 - date_id: -0.2597
3806. V7 - S9: -0.2613
3807. V8 - M12: -0.2614
3808. M13 - E9: -0.2616
3809. S10 - P8: -0.2619
3810. V13 - P9: -0.2636
3811. I7 - M8: -0.2639
3812. S6 - V8: -0.2653
3813. V8 - E12: -0.2656
3814. E3 - V6: -0.2660
3815. E15 - M13: -0.2662
3816. I8 - M6: -0.2668
3817. E7 - M3: -0.2683
3818. V10 - P9: -0.2684
3819. M5 - E15: -0.2687
3820. risk_free_rate - M8: -0.2689
3821. P9 - M8: -0.2694
3822. V4 - S10: -0.2702
3823. I3 - E10: -0.2715
3824. S6 - V4: -0.2715
3825. S9 - P11: -0.2721
3826. M14 - S4: -0.2737
3827. M17 - I6: -0.2740
3828. E6 - V12: -0.2752
3829. V1 - I7: -0.2753
3830. E3 - P9: -0.2754
3831. S6 - V3: -0.2758
3832. I6 - P2: -0.2763
3833. M16 - S6: -0.2785
3834. E7 - I1: -0.2789
3835. M13 - P8: -0.2789
3836. I4 - E19: -0.2794
3837. E6 - V1: -0.2799
3838. S8 - M18: -0.2804
3839. E11 - V8: -0.2806
3840. P8 - S11: -0.2806
3841. M12 - S12: -0.2809
3842. E17 - V7: -0.2810
3843. M6 - E20: -0.2810
3844. I7 - V9: -0.2813
3845. I2 - E3: -0.2831
3846. I2 - P5: -0.2833
3847. E7 - I7: -0.2834
3848. E10 - M18: -0.2861
3849. M8 - P13: -0.2864
3850. S2 - V9: -0.2864
3851. P2 - S12: -0.2865
3852. V11 - E12: -0.2885
3853. V4 - S11: -0.2894
3854. V5 - E19: -0.2897
3855. I9 - E12: -0.2917
3856. V7 - M17: -0.2926
3857. I8 - M16: -0.2926
3858. M7 - I2: -0.2930
3859. P11 - V10: -0.2935
3860. S3 - P6: -0.2936
3861. E5 - M5: -0.2938
3862. I5 - E12: -0.2942
3863. S4 - risk_free_rate: -0.2947
3864. I9 - V9: -0.2947
3865. V9 - I5: -0.2948
3866. P8 - S4: -0.2948
3867. E15 - S7: -0.2960
3868. I4 - V13: -0.2966
3869. E6 - M18: -0.2969
3870. I9 - E11: -0.2980
3871. P9 - S12: -0.2982
3872. M11 - V5: -0.2985
3873. V10 - P5: -0.2988
3874. E11 - V11: -0.2997
3875. P5 - E19: -0.3002
3876. E12 - M16: -0.3002
3877. V13 - E15: -0.3004
3878. I5 - E11: -0.3006
3879. M6 - I4: -0.3022
3880. V13 - P8: -0.3024
3881. risk_free_rate - S11: -0.3039
3882. E17 - M11: -0.3046
3883. E19 - P9: -0.3049
3884. V10 - S3: -0.3053
3885. E9 - I6: -0.3054
3886. M11 - S12: -0.3055
3887. M14 - V6: -0.3056
3888. E9 - S7: -0.3068
3889. S10 - V3: -0.3077
3890. M10 - V7: -0.3082
3891. V6 - E12: -0.3088
3892. M3 - P10: -0.3093
3893. I8 - V13: -0.3097
3894. E2 - S9: -0.3107
3895. M16 - E11: -0.3112
3896. V10 - I5: -0.3114
3897. V10 - I9: -0.3115
3898. S10 - V2: -0.3121
3899. V6 - E11: -0.3123
3900. V2 - S6: -0.3125
3901. I8 - E5: -0.3128
3902. V3 - I3: -0.3130
3903. I3 - P2: -0.3136
3904. M8 - S6: -0.3140
3905. V11 - S6: -0.3143
3906. S2 - V7: -0.3145
3907. E7 - P1: -0.3146
3908. V1 - M17: -0.3148
3909. E9 - V9: -0.3149
3910. V7 - P5: -0.3153
3911. E9 - M14: -0.3160
3912. I3 - M11: -0.3168
3913. P2 - E1: -0.3172
3914. M1 - I5: -0.3176
3915. M1 - I9: -0.3178
3916. V1 - P13: -0.3180
3917. P2 - E7: -0.3185
3918. risk_free_rate - S10: -0.3192
3919. V6 - E6: -0.3194
3920. V7 - E16: -0.3200
3921. V10 - E3: -0.3200
3922. E15 - V11: -0.3203
3923. P9 - V11: -0.3212
3924. P9 - E2: -0.3217
3925. S2 - V10: -0.3218
3926. E10 - S9: -0.3219
3927. V3 - S11: -0.3222
3928. E17 - V9: -0.3241
3929. V6 - I3: -0.3261
3930. I3 - V4: -0.3265
3931. S8 - E8: -0.3281
3932. P2 - risk_free_rate: -0.3284
3933. P10 - M13: -0.3301
3934. date_id - E12: -0.3310
3935. V4 - S4: -0.3316
3936. P2 - E16: -0.3317
3937. M11 - V11: -0.3327
3938. M12 - E2: -0.3340
3939. M16 - E15: -0.3354
3940. date_id - I8: -0.3355
3941. S11 - V2: -0.3358
3942. V3 - S4: -0.3407
3943. S2 - E19: -0.3416
3944. date_id - E11: -0.3420
3945. P10 - S10: -0.3429
3946. S6 - V1: -0.3430
3947. V6 - risk_free_rate: -0.3434
3948. P2 - E17: -0.3438
3949. V2 - I3: -0.3446
3950. V9 - S3: -0.3453
3951. P1 - I9: -0.3458
3952. I5 - P1: -0.3472
3953. M6 - P2: -0.3479
3954. E7 - M1: -0.3492
3955. E3 - S9: -0.3513
3956. M3 - S8: -0.3531
3957. E5 - I4: -0.3538
3958. E5 - V10: -0.3543
3959. E6 - P2: -0.3546
3960. V7 - P8: -0.3555
3961. P2 - S3: -0.3570
3962. I2 - E2: -0.3571
3963. V7 - I8: -0.3581
3964. M14 - P13: -0.3593
3965. M1 - E16: -0.3594
3966. M10 - E8: -0.3607
3967. M9 - P9: -0.3608
3968. date_id - I7: -0.3612
3969. I6 - E10: -0.3615
3970. E10 - S10: -0.3638
3971. M1 - P5: -0.3639
3972. V6 - M5: -0.3645
3973. E11 - M14: -0.3646
3974. P9 - V7: -0.3657
3975. M7 - E5: -0.3665
3976. E5 - P9: -0.3676
3977. V1 - E12: -0.3682
3978. V2 - S4: -0.3697
3979. M12 - V11: -0.3699
3980. risk_free_rate - M16: -0.3709
3981. S10 - P11: -0.3715
3982. I4 - V7: -0.3722
3983. date_id - I3: -0.3731
3984. E19 - M4: -0.3733
3985. E20 - P2: -0.3749
3986. E10 - S11: -0.3753
3987. V1 - E11: -0.3788
3988. P1 - V8: -0.3799
3989. P10 - S11: -0.3804
3990. risk_free_rate - S9: -0.3805
3991. S1 - E5: -0.3808
3992. M16 - P1: -0.3819
3993. M4 - P6: -0.3820
3994. S10 - E2: -0.3836
3995. E19 - S3: -0.3842
3996. P8 - M11: -0.3847
3997. P10 - S4: -0.3847
3998. M18 - I7: -0.3853
3999. S6 - M14: -0.3860
4000. V1 - I3: -0.3872
4001. S3 - V7: -0.3872
4002. M13 - P9: -0.3902
4003. V13 - M4: -0.3917
4004. E11 - V3: -0.3934
4005. V3 - E12: -0.3939
4006. M14 - E12: -0.3951
4007. M1 - S2: -0.3978
4008. V7 - E15: -0.3992
4009. M11 - S3: -0.4001
4010. E16 - I2: -0.4023
4011. P5 - V9: -0.4056
4012. S4 - E10: -0.4065
4013. E16 - V9: -0.4076
4014. S2 - P6: -0.4093
4015. P1 - V11: -0.4106
4016. S11 - P11: -0.4108
4017. E16 - M11: -0.4118
4018. I2 - M10: -0.4118
4019. E2 - S11: -0.4137
4020. P11 - S4: -0.4173
4021. I8 - V10: -0.4176
4022. M5 - P2: -0.4195
4023. S10 - E3: -0.4197
4024. S8 - P6: -0.4207
4025. E15 - I6: -0.4214
4026. I2 - M14: -0.4219
4027. I2 - S8: -0.4228
4028. P9 - M16: -0.4238
4029. V4 - E11: -0.4251
4030. M3 - P8: -0.4269
4031. M12 - E5: -0.4288
4032. E12 - V4: -0.4293
4033. S8 - M11: -0.4300
4034. E17 - I2: -0.4312
4035. V4 - P13: -0.4346
4036. P2 - S8: -0.4394
4037. S8 - V13: -0.4400
4038. E2 - S4: -0.4424
4039. M13 - I8: -0.4434
4040. E2 - M1: -0.4437
4041. M9 - I4: -0.4445
4042. S5 - M4: -0.4454
4043. E6 - M8: -0.4462
4044. M17 - I2: -0.4465
4045. M5 - P9: -0.4468
4046. E11 - V2: -0.4471
4047. V5 - M1: -0.4483
4048. M1 - E3: -0.4490
4049. V2 - E12: -0.4494
4050. I4 - V10: -0.4505
4051. E3 - S11: -0.4520
4052. I8 - V9: -0.4530
4053. M9 - I8: -0.4547
4054. P10 - M11: -0.4560
4055. E15 - M9: -0.4564
4056. M1 - S3: -0.4576
4057. V11 - risk_free_rate: -0.4580
4058. V9 - I4: -0.4669
4059. S11 - E6: -0.4740
4060. S4 - E3: -0.4772
4061. S9 - E6: -0.4791
4062. E6 - S10: -0.4808
4063. V3 - P13: -0.4817
4064. V9 - P11: -0.4885
4065. V9 - E2: -0.4918
4066. E6 - date_id: -0.4967
4067. S8 - M13: -0.4976
4068. E6 - S4: -0.5025
4069. I9 - E8: -0.5060
4070. I5 - E8: -0.5074
4071. P13 - V2: -0.5102
4072. risk_free_rate - date_id: -0.5134
4073. V12 - risk_free_rate: -0.5179
4074. P1 - E10: -0.5209
4075. M13 - I4: -0.5214
4076. V9 - E3: -0.5244
4077. P11 - M1: -0.5309
4078. P1 - M14: -0.5313
4079. I6 - P9: -0.5469
4080. M11 - P11: -0.5485
4081. E8 - P11: -0.5551
4082. risk_free_rate - V1: -0.5714
4083. M14 - risk_free_rate: -0.5752
4084. V9 - P10: -0.5785
4085. E8 - P10: -0.5819
4086. P8 - M1: -0.5836
4087. M18 - E9: -0.5971
4088. S8 - E19: -0.5983
4089. M9 - E20: -0.5990
4090. V10 - S8: -0.6042
4091. P1 - V1: -0.6086
4092. P1 - V3: -0.6150
4093. M14 - E15: -0.6190
4094. V10 - M10: -0.6246
4095. M10 - V9: -0.6290
4096. M1 - P10: -0.6446
4097. V4 - P1: -0.6463
4098. M18 - E15: -0.6528
4099. P9 - M18: -0.6567
4100. V8 - risk_free_rate: -0.6616
4101. M11 - E3: -0.6638
4102. V2 - P1: -0.6658
4103. V9 - S8: -0.6712
4104. P8 - E8: -0.6725
4105. E5 - M17: -0.6742
4106. S8 - V7: -0.6749
4107. I8 - M18: -0.6778
4108. V10 - P8: -0.6902
4109. V9 - P8: -0.6921
4110. M1 - S8: -0.6990
4111. P10 - V10: -0.7057
4112. I4 - M18: -0.7343
4113. E2 - M11: -0.7484
4114. P2 - E2: -0.8763
4115. P2 - E3: -0.8957
4116. P7 - M2: -0.9082
